applicant_id,age,gender,governorate,education,payment_on_time_rate,transaction_regularity_score,dispute_rate,months_with_provider,avg_monthly_airtime_tnd,mobile_topup_frequency,business_hours_data_usage,mobile_money_account,avg_monthly_transactions,marketplace_seller_rating,completed_transactions,receives_remittances,avg_monthly_remittance_tnd,peer_transfer_network_size,location_consistency_score,loan_product_category,requested_amount_tnd,term_months,TARGET
102417,21,F,Tunis,Secondary,0.804,47.2,0.0,32,200.0,16,56.8,1,9,,0,0,0.0,12,100.0,Housing,218732.08,30,0
102418,21,F,Gabès,Secondary,0.829,71.3,0.2,57,60.53,15,47.6,1,7,,0,0,0.0,5,33.3,Consumer,18430.01,35,0
102419,21,M,Kef,Some University,0.824,43.1,0.0,22,159.17,9,69.9,1,25,,0,0,0.0,14,66.7,Consumer,52561.34,29,0
102420,21,F,Gabès,University,0.739,44.1,0.0,29,94.41,14,39.7,1,29,,0,0,0.0,17,33.3,Consumer,15749.66,18,0
102421,21,M,Kasserine,Secondary,0.722,50.4,0.4,120,108.17,4,42.8,1,15,,0,1,2000.0,26,33.3,Consumer,38921.21,38,0
102422,70,F,Tunis,University,0.767,60.7,0.0,116,39.61,20,31.4,0,0,,0,0,0.0,23,100.0,Consumer,7074.78,18,0
102423,21,M,Ben Arous,Primary,0.455,28.1,0.2,120,55.23,20,34.2,0,0,,0,0,0.0,28,100.0,Consumer,29159.28,56,0
102424,34,F,Mahdia,Secondary,0.894,70.7,0.0,40,146.53,11,47.9,1,10,,0,0,0.0,23,33.3,Housing,128515.85,54,0
102425,24,F,Tataouine,Primary,0.692,49.2,0.0,120,45.08,20,58.8,1,9,,0,0,0.0,29,33.3,Business,28795.01,35,0
102426,21,F,Jendouba,University,0.724,74.4,0.0,89,200.0,14,36.8,1,21,3.47,394,0,0.0,7,66.7,Housing,169970.22,15,0
102427,50,M,Bizerte,University,0.473,30.0,0.2,62,34.67,17,53.2,1,48,2.35,188,0,0.0,17,66.7,Consumer,14918.35,39,1
102428,21,F,Bizerte,Graduate,0.801,96.4,0.2,41,101.63,14,36.4,1,42,,0,0,0.0,12,66.7,Consumer,41890.63,40,0
102429,61,F,Mahdia,Secondary,0.737,28.1,0.0,17,144.41,15,72.9,0,0,,0,0,0.0,24,33.3,Housing,141053.11,55,0
102430,62,F,Jendouba,Secondary,0.82,86.3,0.2,43,200.0,14,30.7,0,0,,0,0,0.0,11,66.7,Consumer,44362.93,15,0
102431,21,F,Kef,Secondary,0.917,76.1,0.0,48,164.87,17,67.2,1,5,,0,0,0.0,2,66.7,Housing,133548.52,45,0
102432,56,F,Kef,Some University,0.113,13.1,0.0,57,36.66,11,39.3,1,47,,0,0,0.0,15,66.7,Consumer,17829.54,39,1
102433,55,M,Jendouba,Secondary,0.782,65.9,0.0,35,71.41,18,68.6,0,0,,0,0,0.0,17,66.7,Business,22575.62,20,0
102434,25,F,Sousse,Secondary,0.374,58.4,0.2,19,200.0,6,48.4,1,22,,0,0,0.0,20,66.7,Vehicle,35513.45,18,1
102435,22,F,Béja,University,0.713,78.9,0.4,34,50.84,15,48.1,1,6,,0,0,0.0,20,66.7,Consumer,27551.95,45,0
102436,41,M,Sousse,Secondary,0.558,24.5,0.0,120,115.55,15,35.5,1,10,2.89,103,1,2000.0,20,66.7,Consumer,40503.18,28,0
102437,70,M,Jendouba,Secondary,0.514,49.5,0.2,23,16.31,18,67.0,0,0,2.49,158,0,0.0,8,66.7,Business,13521.77,60,0
102438,70,M,Siliana,Secondary,0.776,90.8,0.0,74,200.0,11,80.2,1,11,,0,0,0.0,4,66.7,Housing,302171.17,55,0
102439,34,M,Sidi Bouzid,Some University,0.657,89.6,0.0,118,40.94,5,52.9,1,38,,0,0,0.0,11,33.3,Consumer,16578.67,39,0
102440,21,F,Siliana,Primary,0.813,86.6,0.0,82,200.0,7,56.7,1,24,,0,1,2000.0,18,66.7,Housing,241879.93,43,0
102441,31,F,Gabès,University,0.483,69.0,0.0,25,200.0,7,31.5,1,5,,0,0,0.0,18,33.3,Housing,184521.44,20,0
102442,21,F,Kef,Secondary,0.527,57.6,0.0,85,60.79,10,48.9,1,49,,0,0,0.0,4,66.7,Business,55689.6,55,0
102443,21,M,Medenine,Secondary,0.514,31.9,0.2,120,200.0,9,62.5,0,0,,0,0,0.0,19,33.3,Housing,134726.77,34,0
102444,21,M,Kasserine,Secondary,0.624,89.4,0.2,55,188.27,14,55.6,1,28,,0,1,2000.0,12,33.3,Housing,159019.31,37,0
102445,34,F,Béja,Some University,0.772,96.8,0.0,36,200.0,7,48.1,1,37,,0,0,0.0,24,66.7,Housing,414472.88,54,0
102446,21,F,Ariana,University,0.829,21.4,0.2,14,44.65,18,38.4,1,44,,0,0,0.0,15,100.0,Consumer,4947.56,12,0
102447,70,F,Gabès,Secondary,0.868,79.7,0.0,26,113.49,4,72.6,0,0,,0,1,2000.0,19,33.3,Consumer,34838.16,36,0
102448,31,M,Kef,Secondary,0.63,64.7,0.0,120,135.27,5,51.9,1,46,,0,1,2000.0,4,66.7,Consumer,58719.46,42,0
102449,21,F,Bizerte,University,0.794,54.9,0.0,65,200.0,17,53.4,1,18,,0,0,0.0,27,66.7,Business,84557.03,20,0
102450,52,F,Medenine,Some University,0.713,44.4,0.0,81,200.0,12,84.1,1,49,,0,1,2000.0,23,33.3,Housing,201214.13,15,0
102451,21,F,Jendouba,Primary,0.221,38.7,0.4,15,78.86,6,58.5,1,17,,0,0,0.0,7,66.7,Consumer,26967.62,38,1
102452,35,F,Béja,Secondary,0.44,71.7,0.0,52,79.62,13,56.1,1,32,,0,0,0.0,9,66.7,Business,38109.32,38,0
102453,21,M,Medenine,Some University,0.567,59.6,0.0,39,200.0,13,30.5,1,44,2.75,318,0,0.0,15,33.3,Housing,520447.33,28,0
102454,21,M,Bizerte,Secondary,0.87,79.8,0.0,64,25.08,5,38.1,1,32,,0,0,0.0,14,66.7,Consumer,12065.02,54,0
102455,70,F,Ariana,Secondary,0.94,43.4,0.0,120,200.0,6,59.2,1,31,,0,0,0.0,23,100.0,Housing,264180.25,26,0
102456,44,F,Kef,Secondary,0.873,62.1,0.0,80,138.51,7,52.5,1,11,,0,0,0.0,30,66.7,Business,94815.2,37,0
102457,38,M,Kef,Secondary,0.734,96.8,0.0,78,56.28,20,52.3,0,0,3.66,126,0,0.0,10,66.7,Consumer,11286.68,21,0
102458,50,M,Jendouba,Secondary,0.862,50.2,0.0,100,42.7,19,65.9,0,0,,0,0,0.0,8,66.7,Consumer,5886.78,13,0
102459,70,F,Bizerte,Secondary,0.731,70.2,0.2,10,67.09,6,59.5,0,0,,0,1,2000.0,19,66.7,Consumer,22039.99,32,0
102460,31,M,Bizerte,Some University,0.322,30.0,0.0,15,200.0,20,65.3,1,34,,0,0,0.0,22,66.7,Housing,307969.41,37,1
102461,21,F,Sousse,Secondary,0.733,58.3,0.0,70,115.18,9,35.8,0,0,3.7,28,0,0.0,29,66.7,Corporate,103660.57,49,0
102462,55,F,Kasserine,Secondary,0.829,55.1,0.0,22,110.96,4,47.0,1,16,,0,0,0.0,11,33.3,Vehicle,36702.96,34,0
102463,27,F,Tataouine,Secondary,0.891,61.0,0.0,29,193.82,12,35.0,1,34,,0,0,0.0,22,33.3,Consumer,62739.34,25,0
102464,21,M,Bizerte,Graduate,0.861,53.0,0.0,62,55.3,16,38.4,1,24,4.41,333,0,0.0,28,66.7,Consumer,23069.25,41,0
102465,24,F,Kef,Secondary,0.943,38.7,0.2,94,38.49,13,33.2,0,0,,0,0,0.0,29,66.7,Consumer,10463.24,30,0
102466,44,F,Sfax,Secondary,0.692,67.0,0.0,23,106.2,12,41.8,1,42,,0,0,0.0,12,100.0,Vehicle,34533.32,23,0
102467,21,F,Bizerte,Primary,0.822,66.4,0.0,120,56.89,8,39.5,1,36,,0,0,0.0,23,66.7,Consumer,37886.08,56,0
102468,45,M,Bizerte,University,0.799,72.3,0.0,120,54.87,18,48.8,1,42,3.95,468,1,2000.0,8,66.7,Business,29860.79,38,0
102469,21,M,Kef,Secondary,0.847,85.1,0.0,73,200.0,12,37.1,1,11,4.25,289,0,0.0,26,66.7,Housing,120720.87,22,0
102470,21,F,Bizerte,Secondary,0.912,81.8,0.0,44,200.0,6,33.7,1,13,,0,0,0.0,21,66.7,Housing,214985.13,44,0
102471,21,F,Bizerte,Secondary,0.198,52.0,0.0,63,17.59,9,58.1,1,41,,0,0,0.0,11,66.7,Consumer,9253.99,51,1
102472,51,M,Mahdia,University,0.857,82.9,0.0,120,58.93,18,51.9,1,16,,0,0,0.0,14,33.3,Consumer,36528.63,48,0
102473,38,M,Gafsa,University,0.814,68.1,0.0,57,69.89,9,69.3,1,45,,0,0,0.0,27,33.3,Consumer,28654.74,41,0
102474,21,M,Béja,Secondary,0.909,74.1,0.0,66,200.0,13,39.6,1,7,,0,1,2000.0,25,66.7,Housing,210364.07,37,0
102475,57,F,Béja,Some University,0.343,92.6,0.0,120,79.8,4,54.8,0,0,,0,0,0.0,9,66.7,Corporate,81116.99,49,0
102476,21,M,Siliana,Secondary,0.883,59.9,0.0,16,200.0,10,70.6,1,11,,0,1,2000.0,19,66.7,Housing,212962.95,46,0
102477,23,F,Tataouine,Secondary,0.521,56.1,0.0,24,200.0,11,65.5,1,39,2.68,476,0,0.0,10,33.3,Housing,149104.57,39,0
102478,21,F,Kef,Secondary,0.647,89.1,0.0,13,46.78,15,51.6,1,43,3.32,29,1,2000.0,22,66.7,Consumer,25248.67,44,0
102479,27,F,Kairouan,Secondary,0.738,69.3,0.0,51,200.0,16,64.0,1,11,,0,0,0.0,20,33.3,Corporate,85030.62,20,0
102480,21,M,Jendouba,Secondary,0.664,59.1,0.0,56,200.0,11,37.8,1,29,,0,0,0.0,19,66.7,Housing,162130.23,13,0
102481,21,M,Béja,Graduate,0.743,37.1,0.0,113,123.64,19,32.7,1,34,,0,0,0.0,10,66.7,Housing,153835.99,57,0
102482,32,F,Jendouba,Secondary,0.042,60.4,0.4,93,82.0,14,80.7,0,0,,0,0,0.0,29,66.7,Consumer,38200.76,57,1
102483,21,M,Bizerte,University,0.728,61.1,0.2,67,191.85,20,52.2,1,47,,0,1,2000.0,5,66.7,Housing,176922.4,50,0
102484,21,F,Kef,Secondary,0.775,37.3,0.0,106,145.44,16,79.0,1,13,,0,1,2000.0,7,66.7,Business,57381.51,30,0
102485,21,F,Bizerte,Secondary,0.303,23.5,0.0,78,101.59,20,31.5,1,29,,0,1,2000.0,14,66.7,Consumer,15819.95,19,1
102486,23,F,Tozeur,University,0.873,58.5,0.5,120,200.0,8,49.3,1,17,,0,0,0.0,13,33.3,Housing,301385.21,29,0
102487,25,F,Ariana,University,0.827,51.3,0.0,50,84.85,19,31.3,1,35,,0,0,0.0,2,100.0,Consumer,46901.87,47,0
102488,21,M,Kef,Secondary,0.794,60.8,0.0,120,148.99,18,70.4,1,34,,0,0,0.0,9,66.7,Consumer,37532.34,28,0
102489,70,F,Kef,Some University,0.328,86.1,0.2,4,41.23,17,55.0,0,0,1.71,300,0,0.0,5,66.7,Consumer,16262.34,50,0
102490,40,F,Sousse,University,0.319,60.3,0.0,34,25.51,5,81.8,1,6,1.63,165,1,2000.0,7,66.7,Business,18367.48,44,0
102491,43,F,Gafsa,Secondary,0.842,78.8,0.0,15,64.2,18,53.4,1,28,,0,1,2000.0,8,33.3,Consumer,23821.51,42,0
102492,21,F,Siliana,Some University,0.597,91.4,0.0,66,169.94,8,39.7,1,11,2.89,138,1,2000.0,10,66.7,Housing,197376.48,57,0
102493,21,F,Jendouba,Secondary,0.708,77.7,0.0,110,200.0,12,40.9,1,22,,0,1,2000.0,12,66.7,Housing,259369.0,55,0
102494,36,M,Bizerte,Secondary,0.712,42.7,0.0,42,92.79,5,45.2,0,0,3.58,262,1,2000.0,18,66.7,Consumer,42250.14,46,0
102495,25,M,Gabès,University,0.763,72.9,0.0,66,200.0,20,44.0,1,21,,0,0,0.0,10,33.3,Housing,137019.08,22,0
102496,39,F,Kasserine,Some University,0.606,69.5,0.0,85,185.6,18,37.4,0,0,,0,0,0.0,24,33.3,Housing,230730.67,57,0
102497,25,F,Siliana,Secondary,0.778,50.3,0.0,35,84.16,18,37.3,0,0,,0,0,0.0,28,66.7,Consumer,15924.56,23,0
102498,53,M,Kef,Some University,0.453,44.4,0.2,56,60.69,4,46.6,1,20,2.26,32,0,0.0,17,66.7,Consumer,17656.5,30,1
102499,32,M,Gafsa,University,0.759,50.6,0.0,85,41.27,5,47.2,1,19,,0,1,2000.0,2,33.3,Consumer,25908.26,52,0
102500,27,F,Béja,Some University,0.555,79.0,0.0,88,167.85,14,43.0,0,0,,0,0,0.0,12,66.7,Consumer,40909.68,22,0
102501,45,F,Kef,Primary,0.59,60.9,0.0,20,96.82,18,47.0,0,0,2.96,474,0,0.0,8,66.7,Consumer,50824.7,43,0
102502,70,M,Siliana,Some University,0.523,60.1,0.0,71,200.0,15,80.3,0,0,,0,0,0.0,21,66.7,Housing,236144.43,34,0
102503,51,M,Kebili,Secondary,0.221,59.4,0.0,48,119.99,11,55.5,0,0,,0,0,0.0,2,33.3,Consumer,46869.17,42,1
102504,21,F,Kef,University,0.568,76.7,0.0,77,200.0,6,44.1,1,49,2.98,398,0,0.0,3,66.7,Housing,281860.93,58,0
102505,27,F,Tataouine,Some University,0.458,66.8,0.2,93,21.12,15,60.7,1,48,2.35,316,0,0.0,13,33.3,Business,15300.74,51,0
102506,27,F,Siliana,University,1.0,45.5,0.0,11,200.0,8,40.5,1,16,,0,0,0.0,6,66.7,Housing,145061.05,26,0
102507,39,F,Sidi Bouzid,University,0.93,43.6,0.0,47,135.72,13,38.3,1,30,,0,0,0.0,3,33.3,Consumer,19849.09,15,0
102508,23,F,Bizerte,Secondary,0.66,39.8,0.0,73,200.0,6,82.0,1,45,,0,1,2000.0,16,66.7,Housing,268470.98,58,0
102509,31,F,Gafsa,Some University,0.645,61.5,0.2,80,163.88,16,57.3,0,0,,0,0,0.0,30,33.3,Consumer,52541.77,40,0
102510,33,F,Tunis,Some University,0.517,74.3,0.2,120,200.0,10,32.7,1,27,2.72,443,0,0.0,30,100.0,Housing,162003.06,20,0
102511,38,M,Siliana,Some University,0.607,58.4,0.0,33,120.3,19,70.5,1,22,3.14,374,0,0.0,16,66.7,Consumer,47511.17,42,0
102512,21,F,Kef,University,0.991,52.7,0.2,69,200.0,6,55.9,1,16,4.76,305,0,0.0,11,66.7,Consumer,34002.37,14,0
102513,21,F,Sousse,Some University,0.428,75.4,0.2,120,163.82,9,30.9,1,42,2.24,352,0,0.0,15,66.7,Consumer,31587.82,21,0
102514,70,F,Jendouba,Secondary,0.805,88.5,0.2,70,200.0,19,60.6,1,32,,0,1,2000.0,18,66.7,Housing,347329.36,42,0
102515,21,M,Tunis,Some University,0.508,44.3,0.0,76,200.0,16,37.4,1,28,,0,0,0.0,22,100.0,Housing,367439.73,31,1
102516,33,F,Sousse,Primary,0.752,64.9,0.0,88,95.91,19,74.5,1,24,,0,0,0.0,23,66.7,Consumer,35484.37,28,0
102517,51,M,Jendouba,Some University,0.842,57.7,0.0,72,31.64,18,67.7,1,33,,0,0,0.0,12,66.7,Consumer,12193.81,43,0
102518,21,F,Gafsa,University,0.95,77.9,0.0,31,71.32,4,50.4,1,46,,0,0,0.0,26,33.3,Consumer,48338.6,54,0
102519,70,M,Kef,Primary,0.762,69.2,0.2,32,200.0,12,42.1,0,0,,0,1,2000.0,8,66.7,Housing,170613.38,45,0
102520,32,F,Siliana,Secondary,0.724,81.4,0.0,120,104.34,14,76.9,1,14,,0,0,0.0,29,66.7,Business,60925.74,34,0
102521,70,F,Ariana,Secondary,0.838,48.1,0.0,41,164.43,20,44.8,0,0,,0,0,0.0,9,100.0,Housing,132422.23,44,0
102522,21,M,Sousse,Primary,0.965,74.7,0.2,33,181.09,16,46.6,1,29,,0,0,0.0,12,66.7,Housing,137625.33,45,0
102523,27,M,Siliana,University,0.569,76.4,0.2,120,65.04,5,67.6,1,5,,0,0,0.0,6,66.7,Consumer,24268.23,49,0
102524,21,F,Tunis,Secondary,0.872,71.0,0.0,66,200.0,7,72.8,0,0,4.16,127,0,0.0,12,100.0,Housing,149316.5,27,0
102525,21,M,Bizerte,Secondary,0.857,65.2,0.2,69,113.93,16,50.1,0,0,,0,0,0.0,13,66.7,Consumer,21534.42,17,0
102526,21,F,Béja,University,0.781,81.0,0.4,86,62.32,18,37.3,1,32,,0,0,0.0,10,66.7,Consumer,28434.74,45,0
102527,24,M,Sousse,Some University,0.189,22.0,0.0,64,130.42,12,59.2,1,32,,0,0,0.0,17,66.7,Consumer,21054.95,18,1
102528,22,F,Tataouine,Secondary,0.421,70.4,0.0,120,53.95,7,80.1,0,0,,0,0,0.0,15,33.3,Consumer,17299.7,34,0
102529,55,F,Sousse,Secondary,0.29,12.7,0.0,72,200.0,11,55.3,0,0,,0,0,0.0,7,66.7,Consumer,57627.05,23,1
102530,52,F,Medenine,Some University,0.607,67.7,0.0,96,103.38,11,69.7,0,0,,0,0,0.0,22,33.3,Consumer,30598.2,28,0
102531,21,F,Siliana,Primary,0.688,74.1,0.0,21,200.0,13,48.8,0,0,,0,0,0.0,15,66.7,Housing,338301.69,35,0
102532,21,F,Bizerte,University,0.511,52.5,0.0,43,200.0,16,36.7,1,47,,0,1,2000.0,5,66.7,Housing,447018.95,55,0
102533,41,M,Tataouine,University,0.583,85.1,0.0,64,49.66,9,41.3,1,16,,0,0,0.0,2,33.3,Consumer,26892.31,45,0
102534,38,M,Béja,Secondary,0.559,62.2,0.0,120,135.1,12,55.7,0,0,,0,0,0.0,19,66.7,Consumer,30432.68,20,0
102535,26,M,Kef,University,0.942,41.0,0.0,13,68.22,6,35.2,1,23,,0,0,0.0,4,66.7,Consumer,43488.07,54,0
102536,31,M,Bizerte,Secondary,0.945,90.4,0.0,67,200.0,6,50.5,0,0,,0,0,0.0,10,66.7,Housing,209952.95,36,0
102537,23,F,Sousse,Secondary,0.631,57.6,0.0,17,50.88,8,73.5,1,20,3.14,310,0,0.0,8,66.7,Business,18028.06,22,0
102538,58,F,Béja,University,0.627,89.7,0.0,16,46.87,6,44.6,0,0,,0,0,0.0,5,66.7,Consumer,16892.54,37,0
102539,54,M,Jendouba,Secondary,0.867,61.5,0.0,58,200.0,19,63.1,1,32,,0,1,2000.0,18,66.7,Housing,151842.3,21,0
102540,24,M,Mahdia,Secondary,0.657,73.8,0.0,75,114.81,13,43.9,1,39,3.22,161,0,0.0,27,33.3,Consumer,36176.87,30,0
102541,30,F,Bizerte,Primary,0.705,52.2,0.0,26,77.65,6,34.4,0,0,,0,0,0.0,13,66.7,Consumer,36174.85,51,0
102542,25,F,Jendouba,Secondary,0.799,77.1,0.2,109,200.0,15,66.9,1,35,,0,1,2000.0,10,66.7,Housing,304769.2,44,0
102543,28,M,Jendouba,Secondary,0.889,75.4,0.0,17,85.59,14,65.6,1,21,,0,0,0.0,16,66.7,Business,37077.46,35,0
102544,64,F,Bizerte,University,0.738,93.3,0.0,120,142.67,19,69.1,1,17,,0,0,0.0,4,66.7,Consumer,32774.22,23,0
102545,22,F,Tunis,Secondary,0.897,76.9,0.0,24,200.0,10,58.4,1,26,,0,0,0.0,24,100.0,Housing,132855.93,26,0
102546,21,M,Kebili,University,0.588,91.0,0.0,37,55.06,8,70.1,1,34,2.88,292,0,0.0,19,33.3,Business,46912.63,59,0
102547,30,F,Ben Arous,Secondary,0.535,94.6,0.0,46,98.68,16,31.3,1,47,,0,0,0.0,14,100.0,Vehicle,39832.77,28,0
102548,24,F,Jendouba,University,0.834,8.9,0.2,20,46.76,14,69.5,1,16,,0,0,0.0,13,66.7,Consumer,23803.22,42,0
102549,21,F,Jendouba,Some University,0.6,78.6,0.0,40,200.0,20,52.3,0,0,3.11,248,0,0.0,12,66.7,Housing,168426.35,36,0
102550,49,F,Béja,University,0.6,70.9,0.0,68,200.0,6,52.8,0,0,,0,0,0.0,27,66.7,Vehicle,54618.92,13,0
102551,53,F,Medenine,Secondary,0.813,67.5,0.0,109,76.89,7,74.7,0,0,,0,0,0.0,6,33.3,Consumer,49024.77,57,0
102552,34,F,Tataouine,Some University,0.529,81.4,0.0,28,200.0,12,53.8,1,44,,0,0,0.0,13,33.3,Housing,134030.89,16,0
102553,21,M,Siliana,Secondary,0.422,22.9,0.0,81,72.69,8,64.7,0,0,2.18,378,0,0.0,3,66.7,Consumer,25919.68,44,1
102554,58,M,Bizerte,University,0.662,50.1,0.0,55,36.44,7,60.8,0,0,,0,0,0.0,30,66.7,Consumer,19923.01,51,0
102555,21,F,Jendouba,University,0.214,38.4,0.2,41,46.83,15,39.2,1,11,,0,0,0.0,14,66.7,Consumer,21365.32,48,1
102556,26,F,Kef,Some University,0.733,89.9,0.0,47,71.77,16,81.3,1,17,,0,0,0.0,25,66.7,Business,48204.85,51,0
102557,70,F,Gabès,University,0.626,98.9,0.0,120,112.42,16,53.5,1,42,3.16,93,1,2000.0,2,33.3,Consumer,52085.6,48,0
102558,35,F,Medenine,Secondary,0.787,79.2,0.0,11,94.99,10,30.8,0,0,4.01,411,0,0.0,7,33.3,Vehicle,42506.85,33,0
102559,24,M,Kef,University,0.677,71.1,0.0,78,146.57,9,71.4,1,18,,0,0,0.0,4,66.7,Housing,182639.36,55,0
102560,43,M,Sidi Bouzid,University,0.887,77.1,0.2,24,126.0,12,34.3,1,32,,0,0,0.0,26,33.3,Housing,121045.53,56,0
102561,43,F,Béja,Some University,0.62,44.5,0.2,18,80.93,12,65.7,1,44,,0,0,0.0,22,66.7,Consumer,30522.47,33,0
102562,69,F,Sousse,Secondary,0.878,88.1,0.0,52,59.99,18,54.2,1,32,,0,0,0.0,25,66.7,Consumer,18801.42,35,0
102563,21,F,Sidi Bouzid,Some University,0.784,71.9,0.4,94,84.36,9,34.0,1,14,,0,1,2000.0,26,33.3,Vehicle,31854.83,35,0
102564,44,M,Kasserine,Secondary,0.795,57.4,0.2,48,74.38,14,82.4,1,38,,0,0,0.0,10,33.3,Consumer,19052.06,25,0
102565,30,M,Sousse,University,0.938,39.8,0.0,46,26.42,12,78.3,1,33,,0,0,0.0,8,66.7,Business,7760.58,18,0
102566,32,M,Kef,Secondary,0.663,81.2,0.0,62,149.8,7,41.6,1,37,,0,0,0.0,8,66.7,Consumer,34863.7,25,0
102567,29,F,Jendouba,University,0.904,70.6,0.2,37,94.39,17,49.4,1,31,,0,0,0.0,5,66.7,Consumer,46947.07,53,0
102568,28,M,Béja,Some University,0.791,72.0,0.2,18,64.58,17,72.7,1,5,,0,1,2000.0,3,66.7,Consumer,25956.62,38,0
102569,21,F,Sousse,University,0.383,36.7,0.0,55,61.36,20,39.0,1,20,1.93,242,0,0.0,17,66.7,Consumer,31154.19,53,1
102570,22,F,Sousse,University,0.859,83.6,0.2,37,54.12,9,35.9,1,23,4.43,480,0,0.0,26,66.7,Consumer,25286.81,48,0
102571,29,F,Siliana,University,0.625,85.0,0.2,19,123.53,11,31.0,1,15,3.14,358,0,0.0,8,66.7,Vehicle,43870.24,29,0
102572,40,F,Sousse,University,0.725,90.8,0.0,60,200.0,20,76.9,1,22,3.57,87,0,0.0,25,66.7,Housing,140396.14,21,0
102573,33,F,Jendouba,University,0.637,91.6,0.0,38,54.91,9,39.8,1,20,3.32,96,0,0.0,28,66.7,Vehicle,31025.22,39,0
102574,32,F,Béja,Some University,0.675,49.6,0.4,63,112.6,16,74.1,1,11,,0,0,0.0,17,66.7,Corporate,102851.33,57,0
102575,46,M,Sidi Bouzid,Secondary,0.93,36.8,0.0,17,10.18,9,59.0,1,42,,0,0,0.0,5,33.3,Consumer,6691.14,52,0
102576,70,F,Tunis,Secondary,0.142,35.4,0.2,68,20.14,18,39.5,1,45,,0,1,2000.0,2,100.0,Consumer,9948.53,49,1
102577,26,M,Sousse,Primary,0.834,69.5,0.0,114,63.53,18,44.6,1,34,4.31,182,0,0.0,25,66.7,Vehicle,43738.61,49,0
102578,21,M,Kasserine,Some University,0.562,54.3,0.0,89,46.44,19,53.8,1,35,,0,0,0.0,28,33.3,Consumer,16005.78,37,0
102579,58,M,Béja,University,0.843,95.3,0.2,46,148.65,15,62.9,0,0,,0,0,0.0,21,66.7,Consumer,29576.8,20,0
102580,43,M,Ariana,Secondary,0.88,49.2,0.5,65,200.0,11,68.4,1,49,,0,0,0.0,15,100.0,Consumer,44171.56,26,0
102581,24,F,Jendouba,Some University,0.724,66.8,0.0,37,42.29,14,43.6,0,0,,0,0,0.0,15,66.7,Consumer,16299.15,40,0
102582,59,F,Jendouba,Some University,0.921,58.0,0.0,46,129.97,7,49.0,1,28,,0,0,0.0,23,66.7,Consumer,36484.9,27,0
102583,21,F,Béja,Primary,0.861,80.9,0.0,35,200.0,14,74.1,1,39,,0,0,0.0,5,66.7,Housing,262803.21,50,0
102584,26,F,Sfax,Secondary,0.659,10.3,0.2,120,37.42,19,71.3,0,0,,0,0,0.0,27,33.3,Consumer,9353.43,30,0
102585,24,F,Kef,Secondary,0.618,67.8,0.0,50,200.0,20,38.5,1,39,,0,0,0.0,14,66.7,Housing,237060.77,17,0
102586,61,F,Bizerte,University,0.503,80.0,0.2,120,200.0,11,62.5,0,0,,0,1,2000.0,9,66.7,Housing,265778.38,50,0
102587,38,F,Siliana,Some University,0.732,60.5,0.0,120,14.09,9,57.7,1,46,,0,1,1062.93,17,66.7,Consumer,5164.49,46,0
102588,21,F,Béja,Graduate,0.542,69.2,0.0,50,32.62,6,80.0,1,23,,0,0,0.0,12,66.7,Consumer,9056.71,24,0
102589,70,F,Monastir,Secondary,0.899,68.0,0.0,103,95.05,9,70.5,0,0,,0,0,0.0,9,33.3,Housing,128800.12,59,0
102590,45,M,Bizerte,Secondary,0.744,55.6,0.0,90,118.38,7,51.1,0,0,,0,0,0.0,23,66.7,Consumer,43455.23,31,0
102591,21,M,Siliana,Secondary,0.573,64.1,0.0,57,109.65,9,33.7,0,0,2.88,470,0,0.0,2,66.7,Consumer,42997.65,45,0
102592,70,F,Kef,Some University,0.753,86.0,0.2,16,45.69,5,58.6,0,0,,0,0,0.0,26,66.7,Consumer,27734.46,56,0
102593,31,F,Bizerte,Secondary,0.636,87.7,0.0,31,200.0,17,30.4,1,38,,0,0,0.0,26,66.7,Housing,165259.3,19,0
102594,27,F,Ariana,Some University,0.858,56.3,0.0,54,95.0,12,63.3,1,44,,0,0,0.0,10,100.0,Consumer,60891.48,54,0
102595,29,F,Bizerte,Secondary,0.925,57.4,0.2,17,20.93,14,71.0,1,21,,0,0,0.0,15,66.7,Business,12420.98,46,0
102596,30,F,Sfax,Secondary,0.846,56.9,0.0,66,134.74,10,71.5,0,0,,0,0,0.0,26,100.0,Business,32616.48,20,0
102597,30,F,Sidi Bouzid,University,0.81,53.0,0.0,66,92.91,12,53.4,1,9,,0,0,0.0,19,33.3,Consumer,50560.32,44,0
102598,28,F,Gabès,Secondary,0.676,92.6,0.0,63,147.34,17,43.1,1,22,3.29,221,0,0.0,8,33.3,Housing,167451.14,54,0
102599,21,F,Kef,Secondary,0.451,43.1,0.2,30,62.42,14,57.6,1,16,,0,0,0.0,27,66.7,Business,48617.08,50,0
102600,21,M,Kef,Primary,0.901,91.1,0.0,23,200.0,6,33.4,1,44,,0,1,2000.0,13,66.7,Housing,186007.61,49,0
102601,34,F,Bizerte,Secondary,0.459,50.3,0.2,72,200.0,8,57.3,1,9,,0,0,0.0,20,66.7,Housing,201308.96,20,0
102602,21,F,Sfax,Some University,0.834,91.6,0.0,120,155.33,8,41.8,1,41,4.0,167,1,2000.0,15,33.3,Vehicle,46163.11,21,0
102603,39,M,Medenine,Secondary,0.921,67.8,0.2,3,140.71,20,79.8,1,39,4.58,60,0,0.0,11,33.3,Housing,145752.65,38,0
